#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2017-12-19 09:25:53 EST     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 03316500 GREEN RIVER AT PARADISE, KY
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	03316500	204	1960-10-13 11:20:00	CDT	Yes	RLB	USGS	7.68	552	Good	0.00	1.00	DebrisModerate	MEAS
USGS	03316500	205	1960-11-01 10:05:00	CST	Yes	RLB	USGS	7.76	675	Fair	0.00	1.30	DebrisHeavy	MEAS
USGS	03316500	206	1960-11-15 08:40:00	CST	Yes	BLM	USGS	8.47	1880	Good	-0.02	1.30	DebrisHeavy	MEAS
USGS	03316500	207	1960-11-29 13:00:00	CST	Yes	BLM	USGS	8.95	2510	Fair	0.06	1.20	DebrisHeavy	MEAS
USGS	03316500	208	1960-12-15 09:35:00	CST	Yes	RLB	USGS	10.62	9240	Good	-0.04	1.20	DebrisLight	MEAS
USGS	03316500	209	1961-01-05 09:50:00	CST	Yes	RLB	USGS	10.77	9750	Good	-0.06	1.20	DebrisLight	MEAS
USGS	03316500	210	1961-01-17 10:45:00	CST	Yes	MSH	USGS	9.69	6120	Good	0.00	1.30	DebrisHeavy	MEAS
USGS	03316500	211	1961-02-01 10:35:00	CST	Yes	MSH	USGS	8.68	3250	Good	0.00	1.20	DebrisModerate	MEAS
USGS	03316500	212	1961-02-14 16:25:00	CST	Yes	MSH	USGS	10.26	8750	Good	0.00	1.00	DebrisModerate	MEAS
USGS	03316500	213	1961-02-24 13:55:00	CST	Yes	BLM/ASC	USGS	13.89	26400	Good	0.12	2.20	Submerged	MEAS
USGS	03316500	214	1961-02-28 10:30:00	CST	Yes	MSH/ASC	USGS	22.69	32900	Fair	0.18	2.80	Submerged	MEAS
USGS	03316500	215	1961-03-02 09:35:00	CST	Yes	BLM	USGS	25.06	39600	Good	0.08	2.10	Submerged	MEAS
USGS	03316500	216	1961-03-10 10:40:00	CST	Yes	RLB/BLM	USGS	31.08	48200	Good	0.03	1.40	Submerged	MEAS
USGS	03316500	217	1961-03-14 10:40:00	CST	Yes	BLM/RLB	USGS	30.80	43600	Good	-0.04	1.90	Submerged	MEAS
USGS	03316500	218	1961-03-16 10:30:00	CST	Yes	RLB/BLM	USGS	28.16	34000	Good	-0.10	1.40	Submerged	MEAS
USGS	03316500	219	1961-03-21 11:00:00	CST	Yes	RLB/BLM	USGS	11.70	15500	Good	-0.02	1.60	Submerged	MEAS
USGS	03316500	220	1961-04-05 10:20:00	CST	Yes	RLB	USGS	13.06	23800	Good	-0.05	1.00	Submerged	MEAS
USGS	03316500	221	1961-04-17 11:50:00	CST	Yes	MSH	USGS	22.60	33200	Good	0.01	2.00	Submerged	MEAS
USGS	03316500	222	1961-05-03 09:25:00	CDT	Yes	MSH	USGS	18.34	27700	Good	0.10	1.30	Submerged	MEAS
USGS	03316500	223	1961-05-12 10:25:00	CDT	Yes	RLB/ASC	USGS	27.41	39200	Good	0.03	1.50	Submerged	MEAS
USGS	03316500	224	1961-06-01 09:55:00	CDT	Yes	BLM	USGS	2.83	3430	Fair	-0.04	1.90	DebrisLight	MEAS
USGS	03316500	225	1961-06-16 12:25:00	CDT	Yes	BLM/ASC	USGS	22.79	38100	Good	0.32	2.00	Submerged	MEAS
USGS	03316500	226	1961-07-06 11:00:00	CDT	Yes	RLB	USGS	1.75	2430	Good	0.00	1.20	DebrisModerate	MEAS
USGS	03316500	227	1961-07-17 12:30:00	CDT	Yes	RLB	USGS	3.90	5810	Good	0.04	1.10		MEAS
USGS	03316500	228	1961-08-02 10:50:00	CDT	Yes	RLB	USGS	7.98	2960	Good	0.00	1.40	DebrisHeavy	MEAS
USGS	03316500	229	1961-08-22 10:45:00	CDT	Yes	BLM/RLB	USGS	7.66	1300	Fair	0.00	1.60	DebrisHeavy	MEAS
USGS	03316500	230	1961-09-07 10:35:00	CDT	Yes	BLM	USGS	8.13	1820	Fair	0.00	1.00	DebrisModerate	MEAS
USGS	03316500	231	1961-09-18 12:50:00	CDT	Yes	RLB/MSH	USGS	0.84	968	Fair	0.00	1.40		MEAS
USGS	03316500	232	1961-10-04 11:25:00	CDT	Yes	MSH	USGS	7.82	766	Fair	0.00	1.10	DebrisHeavy	MEAS
USGS	03316500	233	1961-10-17 12:15:00	CDT	Yes	RLB/BLM	USGS	0.09	721	Fair	0.00	1.00		MEAS
USGS	03316500	234	1961-11-01 10:35:00	CST	Yes	BLM	USGS	1.04	632	Fair	0.00	1.90		MEAS
USGS	03316500	235	1961-11-17 10:30:00	CST	Yes	BLM	USGS	3.68	4330	Fair	0.04	1.20		MEAS
USGS	03316500	236	1961-12-05 10:00:00	CST	Yes	RLB	USGS	1.62	1550	Good	0.01	1.20		MEAS
USGS	03316500	237	1962-01-04 10:40:00	CST	Yes	RLB	USGS	3.94	5390	Good	-0.02	1.20		MEAS
USGS	03316500	238	1962-02-01 10:20:00	CST	Yes	RLB/MSH	USGS	24.10	29400	Good	-0.15	1.60	Submerged	MEAS
USGS	03316500	239	1962-03-02 11:50:00	CST	Yes	BLM	USGS	34.58	72200	Good	0.32	2.20	Submerged	MEAS
USGS	03316500	240	1962-03-04 09:00:00	CST	Yes	RLB	USGS	36.12	101000	Good	0.14	2.30	Submerged	MEAS
USGS	03316500	241	1962-03-06 10:25:00	CST	Yes	RLB	USGS	40.24	101000	Good	-0.09	2.30	Submerged	MEAS
USGS	03316500	242	1962-03-08 12:20:00	CST	Yes	TRO	USGS	37.83	70000	Fair	-0.13	2.30	Submerged	STOR
USGS	03316500	243	1962-04-04 11:00:00	CST	Yes	BLM	USGS	26.16	41300	Good	0.07	1.60	Submerged	MEAS
USGS	03316500	244	1962-05-02 12:00:00	CDT	Yes	RLB	USGS	5.32	7510	Good	0.05	1.20		MEAS
USGS	03316500	245	1962-06-05 12:20:00	CDT	Yes	RLB	USGS	4.04	6430	Good	0.09	1.10		MEAS
USGS	03316500	246	1962-07-03 12:00:00	CDT	Yes	RLB	USGS	1.31	1530	Poor	-0.01	1.00	DebrisHeavy	MEAS
USGS	03316500	247	1962-07-12 10:55:00	CDT	Yes	RLB	USGS	1.45	2040	Good	-0.02	1.10		MEAS
USGS	03316500	248	1962-08-01 11:05:00	CDT	Yes	RLB	USGS	0.84	992	Good	0.01	1.00		MEAS
USGS	03316500	249	1962-08-17 11:20:00	CDT	Yes	RLB/BLM	USGS	0.72	757	Good	0.00	1.00		MEAS
USGS	03316500	250	1962-08-31 10:40:00	CDT	Yes	BLM/RLB	USGS	0.62	632	Fair	0.00	1.70		MEAS
USGS	03316500	251	1962-09-18 12:00:00	CDT	Yes	RLB	USGS	2.02	2060	Fair	0.01	1.20		MEAS
USGS	03316500	252	1962-10-02 11:20:00	CDT	Yes	RLB	USGS	1.62	2370	Good	0.07	1.00		MEAS
USGS	03316500	253	1962-10-16 12:05:00	CDT	Yes	BLM	USGS	2.38	2240	Fair	0.00	1.20		MEAS
USGS	03316500	254	1962-11-01 11:10:00	CST	Yes	BLM	USGS	1.27	874	Fair	0.00	1.30		MEAS
USGS	03316500	255	1962-11-15 10:55:00	CST	Yes	RLB	USGS	4.03	5750	Good	-0.05	0.90		MEAS
USGS	03316500	256	1962-12-04 11:00:00	CST	Yes	RLB	USGS	1.37	1700	Good	-0.01	1.50	DebrisModerate	MEAS
USGS	03316500	257	1963-01-03 10:40:00	CST	Yes	RLB	USGS	5.73	7410	Good	-0.05	1.00		MEAS
USGS	03316500	258	1963-02-05 12:00:00	CST	Yes	BLM	USGS	5.48	8380	Good	0.09	1.10	IceCover	MEAS
USGS	03316500	259	1963-03-06 11:41:00	CST	Yes	RLB	USGS	21.10	36000	Good	0.16	1.30	Submerged	STOR
USGS	03316500	260	1963-03-09 09:20:00	CST	Yes	RLB	USGS	25.84	44900	Good	0.05	1.30	Submerged	STOR
USGS	03316500	261	1963-04-02 11:30:00	CST	Yes	BLM	USGS	13.95	7830	Fair	-0.16	1.50	Submerged	MEAS
USGS	03316500	262	1963-05-02 12:15:00	CDT	Yes	BLM	USGS	2.37	3300	Fair	0.02	1.10		MEAS
USGS	03316500	263	1963-05-16 13:30:00	CDT	Yes	BLM/ASC	USGS	1.27	1560	Good	0.00	1.30		MEAS
USGS	03316500	264	1963-06-04 10:45:00	CDT	Yes	RLB	USGS	1.87	2740	Good	-0.03	1.20		MEAS
USGS	03316500	265	1963-06-18 10:05:00	CDT	Yes	BLM/ASC	USGS	1.25	1690	Poor	0.00	5.80		MEAS
USGS	03316500	266	1963-06-19 09:15:00	CDT	Yes	ASC/BLM	USGS	1.26	1630	Fair	-0.01	5.60		MEAS
USGS	03316500	267	1963-06-20 10:15:00	CDT	Yes	BLM/ASC	USGS	1.27	1740	Fair	0.02	1.30		MEAS
USGS	03316500	301	1963-11-06 09:55:00	CST	Yes	BLM	USGS	0.95	505	Fair	0.02	1.50		MEAS
USGS	03316500	302	1963-11-12 13:15:00	CST	Yes	BLM	USGS	1.30	869	Fair	0.00	1.30		MEAS
USGS	03316500	303	1963-11-13 10:45:00	CST	Yes	RLB	USGS	1.25	1090	Good	0.00	1.10		MEAS
USGS	03316500	304	1963-11-14 10:15:00	CST	Yes	RLB	USGS	1.33	1180	Good	0.01	1.10		MEAS
USGS	03316500	305	1963-11-18 11:00:00	CST	Yes	BLM	USGS	1.25	897	Fair	0.00	1.20		MEAS
USGS	03316500	306	1963-11-22 10:40:00	CST	Yes	BLM	USGS	1.21	946	Poor	-0.02	1.20		MEAS
USGS	03316500	307	1963-11-23 09:50:00	CST	Yes	BLM	USGS	1.30	872	Poor	0.00	1.30		MEAS
USGS	03316500	308	1963-11-25 10:15:00	CST	Yes	BLM	USGS	1.23	910	Good	0.00	1.10		MEAS
USGS	03316500	309	1963-12-04 10:00:00	CST	Yes	RLB	USGS	1.17	1160	Good	0.01	1.00		MEAS
USGS	03316500	310	1963-12-05 10:00:00	CST	Yes	RLB	USGS	1.09	1130	Good	0.00	1.00		MEAS
USGS	03316500	311	1963-12-09 08:45:00	CST	Yes	RLB	USGS	0.80	737	Good	0.00	1.00		MEAS
USGS	03316500	312	1963-12-10 09:45:00	CST	Yes	RLB	USGS	0.72	707	Good	0.00	1.30		MEAS
USGS	03316500	313	1963-12-11 10:05:00	CST	Yes	RLB	USGS	0.72	653	Good	0.00	1.00		MEAS
USGS	03316500	314	1963-12-12 10:10:00	CST	Yes	BLM	USGS	0.75	559	Fair	0.00	1.30		MEAS
USGS	03316500	315	1963-12-13 09:30:00	CST	Yes	RLB	USGS	0.75	626	Fair	0.00	1.00		MEAS
USGS	03316500	316	1963-12-16 11:50:00	CST	Yes	BLM	USGS	0.67	509	Poor	0.02	1.40		MEAS
USGS	03316500	317	1963-12-19 10:45:00	CST	Yes	BLM	USGS	0.67	526	Fair	0.04	1.40		MEAS
USGS	03316500	318	1963-12-26 10:30:00	CST	Yes	RLB	USGS	0.60	643	Fair	0.01	1.00		MEAS
USGS	03316500	319	1963-12-30 10:25:00	CST	Yes	RLB	USGS	0.64	520	Fair	0.00	1.00	IceCover	MEAS
USGS	03316500	320	1964-01-03 10:00:00	CST	Yes	RLB	USGS	0.59	463	Poor	0.00	1.20		MEAS
USGS	03316500	321	1964-01-10 10:40:00	CST	Yes	BLM	USGS	4.27	6000	Good	0.00	1.00		MEAS
USGS	03316500	322	1964-02-05 08:55:00	CST	Yes	BLM	USGS	1.66	2120	Good	0.00	1.20		MEAS
USGS	03316500	323	1964-03-04 13:55:00	CST	Yes	BLM	USGS	7.74	14400	Fair	2.06	1.10		MEAS
USGS	03316500	324	1964-03-13 11:20:00	CST	Yes	RLB	USGS	35.64	92200	Good	0.03	1.80	Submerged	STOR
USGS	03316500	325	1964-04-02 09:25:00	CST	Yes	BLM	USGS	20.27	21100	Good	-0.10	1.60	Submerged	MEAS
USGS	03316500	326	1964-05-04 11:40:00	CDT	Yes	RLB	USGS	4.89	6270	Good	-0.05	1.00		MEAS
USGS	03316500	327	1964-05-18 13:15:00	CDT	Yes	BLM	USGS	1.37	1450	Fair	0.00	1.20		MEAS
USGS	03316500	328	1964-05-20 15:10:00	CDT	Yes	ASC	USGS	1.15	1120	Fair	0.00	1.20		MEAS
USGS	03316500	329	1964-05-21 09:20:00	CDT	Yes	BLM	USGS	1.12	1050	Good	0.00	1.30		MEAS
USGS	03316500	330	1964-05-26 11:10:00	CDT	Yes	RLB	USGS	0.88	783	Good	0.02	1.20		OTHR
USGS	03316500	331	1964-06-02 10:15:00	CDT	Yes	BLM	USGS	1.65	1680	Good	-0.01	1.20		OTHR
USGS	03316500	332	1964-06-09 12:15:00	CDT	Yes	BLM	USGS	0.85	892	Fair	0.00	1.30		MEAS
USGS	03316500	333	1964-06-11 10:45:00	CDT	Yes	BLM	USGS	0.78	634	Fair	0.00	1.50		MEAS
USGS	03316500	334	1964-06-16 10:20:00	CDT	Yes	RLB	USGS	2.57	4250	Good	0.02	1.00		MEAS
USGS	03316500	335	1964-06-18 10:25:00	CDT	Yes	BLM	USGS	2.03	2740	Good	-0.02	1.20		MEAS
USGS	03316500	336	1964-06-23 11:10:00	CDT	Yes	RLB	USGS	1.06	1320	Good	0.00	1.00		MEAS
USGS	03316500	337	1964-06-29 11:20:00	CDT	Yes	RLB	USGS	0.82	728	Good	0.00	1.00		MEAS
USGS	03316500	338	1964-07-02 13:00:00	CDT	Yes	RLB	USGS	0.73	720	Good	0.00	1.20	DebrisLight	MEAS
USGS	03316500	339	1964-07-07 11:35:00	CDT	Yes	RLB	USGS	8.35	1360	Good	0.00	1.00		MEAS
USGS	03316500	340	1964-07-10 11:55:00	CDT	Yes	B.M	USGS	1.88	2400	Good	-0.02	1.20		MEAS
USGS	03316500	341	1964-07-14 12:30:00	CDT	Yes	BLM	USGS	1.24	1610	Good	0.02	1.30		MEAS
USGS	03316500	342	1964-07-21 13:20:00	CDT	Yes	BLM/RLB	USGS	0.91	885	Fair	-0.01	1.30		MEAS
USGS	03316500	343	1964-07-24 10:25:00	CDT	Yes	BLM	USGS	0.84	774	Fair	0.02	1.30		MEAS
USGS	03316500	344	1964-07-28 11:00:00	CDT	Yes	RLB	USGS	0.64	682	Good	0.00	1.20		MEAS
USGS	03316500	345	1964-08-04 10:30:00	CDT	Yes	BLM	USGS	0.81	852	Fair	-0.02	1.30		MEAS
USGS	03316500	346	1964-08-11 09:30:00	CDT	Yes	RLB	USGS	0.50	569	Fair	0.00	1.10	DebrisLight	MEAS
USGS	03316500	347	1964-08-18 10:30:00	CDT	Yes	RLB	USGS	7.56	492	Fair	0.00	1.00	DebrisModerate	MEAS
USGS	03316500	348	1964-09-01 11:00:00	CDT	Yes	RLB	USGS	7.74	839	Fair	-0.01	1.20		MEAS
USGS	03316500	349	1964-09-08 10:45:00	CDT	Yes	RLB	USGS	0.49	485	Good	0.00	1.00		MEAS
USGS	03316500	350	1964-09-15 11:35:00	CDT	Yes	BLM	USGS	1.23	975	Good	0.00	1.30		MEAS
USGS	03316500	351	1964-09-17 10:30:00	CDT	Yes	RLB	USGS	8.17	988	Good	0.00	1.20		MEAS
USGS	03316500	352	1964-09-22 10:40:00	CDT	Yes	RLB	USGS	8.55	1440	Good	0.00	1.00		MEAS
USGS	03316500	353	1964-09-29 10:45:00	CDT	Yes	RLB	USGS	10.21	6380	Good	0.06	1.00		MEAS
USGS	03316500	354	1964-10-06 11:10:00	CDT	Yes	RLB	USGS	1.90	2290	Good	0.01	1.10		MEAS
USGS	03316500	355	1964-10-13 11:35:00	CDT	Yes	BLM	USGS	8.33	1910	Good	0.00	1.30		MEAS
USGS	03316500	356	1964-10-27 09:55:00	CST	Yes	RLB	USGS	8.51	1750	Good	0.00	1.20		MEAS
USGS	03316500	357	1964-11-03 10:15:00	CST	Yes	RLB	USGS	8.63	1590	Good	0.00	1.30		MEAS
USGS	03316500	358	1964-11-18 11:30:00	CST	Yes	BLM	USGS	8.72	1540	Good	0.01	1.40		MEAS
USGS	03316500	359	1964-12-01 09:35:00	CST	Yes	BLM	USGS	3.66	4740	Good	-0.02	1.00		MEAS
USGS	03316500	360	1965-01-05 10:35:00	CST	Yes	RLB	USGS	14.12	21700	Good	-0.01	1.40	Submerged	MEAS
USGS	03316500	361	1965-02-04 13:15:00	CST	Yes	BLM	USGS	3.15	4000	Good	-0.02	1.10		MEAS
USGS	03316500	362	1965-03-03 10:30:00	CST	Yes	BLM	USGS	17.56	24800	Good	-0.03	2.00	Submerged	MEAS
USGS	03316500	363	1965-04-06 11:15:00	CST	Yes	BLM	USGS	27.41	35600	Good	-0.14	1.70	Submerged	MEAS
USGS	03316500	364	1965-05-04 11:25:00	CDT	Yes	BLM	USGS	2.69	3570	Good	-0.02	1.00		MEAS
USGS	03316500	365	1965-05-10 10:30:00	CDT	Yes	BLM	USGS	1.70	2200	Good	0.00	1.20		MEAS
USGS	03316500	366	1965-05-17 09:45:00	CDT	Yes	BLM	USGS	1.39	1810	Good	0.00	1.30		MEAS
USGS	03316500	367	1965-05-24 09:50:00	CDT	Yes	RLB	USGS	2.05	3070	Good	0.00	1.10		MEAS
USGS	03316500	368	1965-06-01 11:35:00	CDT	Yes	BLM	USGS	2.13	2880	Good	-0.02	1.10		MEAS
USGS	03316500	369	1965-06-07 09:45:00	CDT	Yes	BLM	USGS	2.33	3040	Good	0.00	1.10		MEAS
USGS	03316500	370	1965-06-14 09:40:00	CDT	Yes	RLB	USGS	8.62	2970	Good	-0.01	1.30		MEAS
USGS	03316500	371	1965-06-21 10:20:00	CDT	Yes	BLM	USGS	2.20	2920	Good	-0.02	1.10		MEAS
USGS	03316500	372	1965-06-27 10:50:00	CDT	Yes	RLB	USGS	1.20	1440	Good	-0.01	1.30		MEAS
USGS	03316500	373	1965-07-01 12:20:00	CDT	Yes	RLB	USGS	1.02	1260	Good	0.01	1.30		MEAS
USGS	03316500	374	1965-07-06 12:10:00	CDT	Yes	BLM	USGS	2.57	3740	Good	-0.03	1.00		MEAS
USGS	03316500	375	1965-07-12 09:30:00	CDT	Yes	RLB	USGS	7.46	14000	Good	0.22	1.00	Submerged	MEAS
USGS	03316500	376	1965-08-03 10:20:00	CDT	Yes	BLM	USGS	0.84	810	Fair	0.00	1.30		MEAS
USGS	03316500	377	1965-08-09 10:00:00	CDT	Yes	RLB	USGS	7.27	609	Good	0.00	1.20		MEAS
USGS	03316500	378	1965-08-16 11:50:00	CDT	Yes	ASC	USGS	0.55	231	Poor	0.00	1.80		MEAS
USGS	03316500	379	1965-08-23 11:00:00	CDT	Yes	ASC	USGS	0.57	415	Poor	0.01	1.40		MEAS
USGS	03316500	380	1965-08-26 10:20:00	CDT	Yes	ASC	USGS	0.65	459	Poor	0.00	1.30	DebrisLight	MEAS
USGS	03316500	381	1965-08-30 12:30:00	CDT	Yes	BLM	USGS	0.68	783	Good	0.00	1.30		MEAS
USGS	03316500	382	1965-09-07 10:55:00	CDT	Yes	BLM	USGS	0.97	941	Good	0.00	1.30		MEAS
USGS	03316500	383	1965-09-13 10:10:00	CDT	Yes	ASC	USGS	2.98	3760	Good	0.01	1.00	DebrisModerate	MEAS
USGS	03316500	384	1965-09-20 10:00:00	CDT	Yes	RLB	USGS	9.04	3630	Good	-0.03	1.00		MEAS
USGS	03316500	385	1965-09-27 10:50:00	CDT	Yes	RLB	USGS	9.02	3360	Good	0.01	1.00	DebrisModerate	MEAS
USGS	03316500	386	1965-10-02 09:50:00	CDT	Yes	RLB	USGS	8.78	2710	Good	0.00	1.00	DebrisHeavy	MEAS
USGS	03316500	387	1965-10-06 11:10:00	CDT	Yes	RLB	USGS	2.10	2760	Good	0.00	1.00	DebrisLight	MEAS
USGS	03316500	388	1965-11-01 09:55:00	CST	Yes	BLM	USGS	2.45	2540	Good	-0.02	1.10		MEAS
USGS	03316500	389	1965-11-15 09:40:00	CST	Yes	RLB	USGS	9.30	2840	Good	0.00	1.10		MEAS
USGS	03316500	390	1965-11-22 10:00:00	CST	Yes	RLB	USGS	9.34	2910	Good	0.01	1.20		MEAS
USGS	03316500	391	1965-11-29 11:20:00	CST	Yes	BLM	USGS	2.20	2360	Good	0.00	1.00	DebrisLight	MEAS
USGS	03316500	392	1965-12-06 10:05:00	CST	Yes	BLM	USGS	3.02	3950	Good	0.00	1.00	DebrisModerate	MEAS
USGS	03316500	393	1965-12-13 10:45:00	CST	Yes	BLM	USGS	1.18	1160	Fair	-0.01	1.30		MEAS
USGS	03316500	394	1965-12-20 09:50:00	CST	Yes	BLM	USGS	0.72	666	Poor	-0.01	1.50		MEAS
USGS	03316500	395	1965-12-27 10:55:00	CST	Yes	BLM	USGS	0.65	545	Fair	0.00	1.30		MEAS
USGS	03316500	396	1966-01-04 10:10:00	CST	Yes	BLM	USGS	16.29	26900	Good	0.14	2.20	Submerged	MEAS
USGS	03316500	397	1966-01-25 10:30:00	CST	Yes	BLM	USGS	1.68	1970	Good	0.00	1.10		MEAS
USGS	03316500	398	1966-02-07 11:25:00	CST	Yes	BLM	USGS	2.43	2930	Good	0.01	1.10	IceShore	OTHR
USGS	03316500	399	1966-03-02 09:10:00	CST	Yes	BLM	USGS	6.51	8710	Good	-0.02	1.00	Submerged	MEAS
USGS	03316500	400	1966-04-05 09:35:00	CST	Yes	BLM	USGS	1.32	1510	Fair	0.00	1.10		MEAS
USGS	03316500	401	1966-04-07 10:00:00	CST	Yes	RLB	USGS	1.22	1490	Good	0.00	1.00		MEAS
USGS	03316500	402	1966-05-04 11:00:00	CDT	Yes	BLM	USGS	23.17	34600	Good	0.01	2.00	Submerged	MEAS
USGS	03316500	403	1966-06-06 12:00:00	CDT	Yes	RLB	USGS	8.08	1780	Good	0.01	1.00		MEAS
USGS	03316500	404	1966-06-13 10:35:00	CDT	Yes	BLM	USGS	1.47	1830	Good	0.00	1.10		MEAS
USGS	03316500	405	1966-06-20 11:35:00	CDT	Yes	ASC	USGS	1.09	1220	Good	0.00	1.20	DebrisLight	MEAS
USGS	03316500	406	1966-06-24 09:40:00	CDT	Yes	RLB	USGS	0.89	1030	Fair	0.00	1.00		MEAS
USGS	03316500	407	1966-06-29 11:40:00	CDT	Yes	ASC	USGS	0.86	597	Poor	0.00	1.30	Submerged	MEAS
USGS	03316500	408	1966-07-05 12:10:00	CDT	Yes	BLM	USGS	1.12	1230	Fair	0.00	1.20		MEAS
USGS	03316500	409	1966-07-11 09:45:00	CDT	Yes	BLM	USGS	1.64	2060	Good	-0.02	1.20		MEAS
USGS	03316500	410	1966-07-18 10:00:00	CDT	Yes	RLB	USGS	1.09	1500	Good	0.00	1.00		MEAS
USGS	03316500	411	1966-07-25 10:00:00	CDT	Yes	RLB	USGS	1.00	945	Good	0.00	1.00		MEAS
USGS	03316500	412	1966-08-01 11:40:00	CDT	Yes	BLM	USGS	1.04	1190	Good	-0.01	1.20		MEAS
USGS	03316500	413	1966-08-08 10:15:00	CDT	Yes	BLM	USGS	0.77	619	Fair	0.00	1.50		MEAS
USGS	03316500	414	1966-08-15 10:40:00	CDT	Yes	RLB	USGS	1.68	2410	Good	0.02	1.00		MEAS
USGS	03316500	415	1966-08-22 09:50:00	CDT	Yes	RLB	USGS	2.14	3370	Good	0.01	1.00		MEAS
USGS	03316500	416	1966-08-29 10:30:00	CDT	Yes	RLB	USGS	7.76	1100	Good	-0.01	1.20		MEAS
USGS	03316500	579	1987-10-26 14:10:00	CST	Yes	GLH/JDD	USGS	2.48	2880	Good	-0.03	1.20	Clear	MEAS
USGS	03316500	580	1988-01-29 10:55:00	CST	Yes	GLH/JDD	USGS	11.42	16500	Good	-0.02	1.20	Clear	MEAS
USGS	03316500	581	1988-02-24 11:25:00	CST	Yes	GLH/JDD	USGS	7.69	9940	Fair	-0.02	1.20	Clear	MEAS
USGS	03316500	582	1991-07-08 16:02:00	CDT	Yes	RSD/RJD	USGS	1.22	1470	Fair	0.01	1.40	Clear	MEAS
USGS	03316500	583	1991-08-19 16:30:00	CDT	Yes	RSD/JDF	USGS	0.85	1180	Fair	0.00	1.20	Clear	MEAS
USGS	03316500	584	1991-10-07 17:08:00	CDT	Yes	RSD/JDF	USGS	1.20	1370	Fair	0.00	1.20	Clear	MEAS
USGS	03316500	585	1991-11-25 16:04:00	CST	Yes	RSD/JDF	USGS	4.66	5920	Good	0.00	0.90	Clear	MEAS
